area_name,lat,lon
Kameoka-shi,35.09847472113154,135.57551693915548
Kameoka-shi,35.09896610799956,135.57750027162035
Kameoka-shi,35.097835278875095,135.57784277572364
Kameoka-shi,35.09886583808799,135.58312999974976
Kameoka-shi,35.09743166673809,135.5843450063171
Kameoka-shi,35.09924055860495,135.58704666687026
Kameoka-shi,35.09846666680329,135.5876594424294
Kameoka-shi,35.098724999758986,135.58882167318177
Kameoka-shi,35.09560472098116,135.5909552787632
Kameoka-shi,35.095632504636455,135.59375277557024
Kameoka-shi,35.09434638687628,135.59792277631516
Kameoka-shi,35.09206722512238,135.59806610936357
Kameoka-shi,35.088260000098956,135.59415749657126
Kameoka-shi,35.08664138679063,135.5941522175509
Kameoka-shi,35.0847672248276,135.59204861155422
Kameoka-shi,35.0793375050219,135.59242749683153
Kameoka-shi,35.07886305418663,135.59120167321873
Kameoka-shi,35.07710333275264,135.59009583715317
Kameoka-shi,35.07435055923099,135.59284360594768
Kameoka-shi,35.07387666687475,135.59461277565913
Kameoka-shi,35.07123361334061,135.59614972782776
Kameoka-shi,35.0703633331014,135.60001944224348
Kameoka-shi,35.06727417086637,135.60087693861988
Kameoka-shi,35.06604833286434,135.60194333311836
Kameoka-shi,35.06423222483738,135.60161055788103
Kameoka-shi,35.06272805385663,135.60274972821742
Kameoka-shi,35.06215110818715,135.60436999987564
Kameoka-shi,35.062150558701376,135.60562472140384
Kameoka-shi,35.063296667307384,135.60710027235973
Kameoka-shi,35.0652972253867,135.60850610876992
Kameoka-shi,35.06651277514453,135.6084172242755
Kameoka-shi,35.068184170563086,135.6188150059079
Kameoka-shi,35.064294171039194,135.62208277619925
Kameoka-shi,35.059550559310935,135.61947500576696
Kameoka-shi,35.05703861344131,135.61888333279967
Kameoka-shi,35.05547166708379,135.61744221778417
Kameoka-shi,35.04940083767855,135.61812583743756
Kameoka-shi,35.04278722515039,135.6172144491876
Kameoka-shi,35.038033333271756,135.62177639426523
Kameoka-shi,35.03938777522569,135.62650778240834
Kameoka-shi,35.038159721294164,135.62715250278586
Kameoka-shi,35.03693527903994,135.62930444914105
Kameoka-shi,35.03462583801206,135.62979972827486
Kameoka-shi,35.032233332902024,135.63397333260332
Kameoka-shi,35.028272224883324,135.63648000035175
Kameoka-shi,35.0275738923213,135.6379780541439
Kameoka-shi,35.02520389184616,135.63804555096146
Kameoka-shi,35.02539805367729,135.6390908302776
Kameoka-shi,35.02445027885733,135.63872360560993
Kameoka-shi,35.023440838423994,135.63987277640751
Kameoka-shi,35.0200861081874,135.63900055812928
Kameoka-shi,35.01897110803026,135.6363852792573
Kameoka-shi,35.016841667209235,135.6374950057899
Kameoka-shi,35.01618972077904,135.63936083013823
Kameoka-shi,35.01522110776796,135.63973693920843
Kameoka-shi,35.01306527903944,135.64299055776814
Kameoka-shi,35.00982833301123,135.64428000032183
Kameoka-shi,35.007476945804456,135.64674500607725
Kameoka-shi,35.002367505156315,135.64568722438594
Kameoka-shi,35.001294170589574,135.64606778240227
Kameoka-shi,35.00005333279512,135.6437094416375
Kameoka-shi,35.00044083807427,135.64199221766683
Kameoka-shi,34.99775694632609,135.638946108676
Kameoka-shi,34.99374305439852,135.6392213875571
Kameoka-shi,34.989382775095066,135.63772194611101
Kameoka-shi,34.987038891831446,135.63885583742706
Kameoka-shi,34.98501110767654,135.63796833966717
Kameoka-shi,34.982523892263885,135.63829833959676
Kameoka-shi,34.98223166655822,135.63753027180462
Kameoka-shi,34.97839638718358,135.6401602716793
Kameoka-shi,34.975438053823154,135.64122916989038
Kameoka-shi,34.97461444120353,135.63060389125667
Kameoka-shi,34.97259249544737,135.62729666680775
Kameoka-shi,34.97371389158286,135.62635834026526
Kameoka-shi,34.974447494656204,135.62275027190753
Kameoka-shi,34.97220472127094,135.61591666722052
Kameoka-shi,34.971131107914346,135.61481527920182
Kameoka-shi,34.971195279038966,135.6132636060306
Kameoka-shi,34.9708788921472,135.61066944234096
Kameoka-shi,34.969329441200784,135.6076438909529
Kameoka-shi,34.97060582919573,135.60707916976799
Kameoka-shi,34.96991389171279,135.60542722398725
Kameoka-shi,34.9702358292202,135.60382610878798
Kameoka-shi,34.97120833269844,135.60347111490012
Kameoka-shi,34.969096666977634,135.59738416334858
Kameoka-shi,34.96888194574524,135.59578999990867
Kameoka-shi,34.96971110808124,135.59476138772789
Kameoka-shi,34.96604027873593,135.59236472055545
Kameoka-shi,34.96737027891527,135.59074167269011
Kameoka-shi,34.96722110836748,135.5892422177542
Kameoka-shi,34.969134720890736,135.58849444856003
Kameoka-shi,34.970619721023354,135.58672666740188
Kameoka-shi,34.97608805412045,135.58476888467635
Kameoka-shi,34.976756108307825,135.58255194611547
Kameoka-shi,34.97434666716504,135.58030610874005
Kameoka-shi,34.97363194625734,135.57635472059394
Kameoka-shi,34.97187833301871,135.57493472076078
Kameoka-shi,34.97136555937311,135.57293500624564
Kameoka-shi,34.970265559008396,135.5715933328661
Kameoka-shi,34.96991944142911,135.57206444901522
Kameoka-shi,34.969788332865335,135.57092666723202
Kameoka-shi,34.96364722503944,135.57133972764643
Kameoka-shi,34.96094527940119,135.57361472104265
Kameoka-shi,34.96058722512038,135.5782877818557
Kameoka-shi,34.95834222501372,135.57896444885034
Kameoka-shi,34.95593861327643,135.5785994419108
Kameoka-shi,34.95476972124567,135.57417277555317
Kameoka-shi,34.95475416207495,135.5684580542959
Kameoka-shi,34.952881108076724,135.5664074966087
Kameoka-shi,34.95366389237478,135.56313138780342
Kameoka-shi,34.9518147207728,135.56310250337788
Kameoka-shi,34.950633892040514,135.5620880537208
Kameoka-shi,34.94900916244296,135.56264167277504
Kameoka-shi,34.946448054234395,135.5611783400085
Kameoka-shi,34.94375555867214,135.56238250255046
Kameoka-shi,34.94222277486125,135.55973805416795
Kameoka-shi,34.94035582905832,135.55919333300596
Kameoka-shi,34.938691666886996,135.55718666673135
Kameoka-shi,34.937218613348364,135.5586166670256
Kameoka-shi,34.9348349998354,135.55731250256997
Kameoka-shi,34.93282499977397,135.55815306111492
Kameoka-shi,34.93305166670109,135.55913111520886
Kameoka-shi,34.93392861271536,135.55955138818604
Kameoka-shi,34.9353122250792,135.55867444936644
Kameoka-shi,34.93698944091,135.55991639422632
Kameoka-shi,34.93799749458873,135.56201749740967
Kameoka-shi,34.94159527919885,135.5623941631602
Kameoka-shi,34.94236444056651,135.56471250297966
Kameoka-shi,34.94068249520103,135.56485749707588
Kameoka-shi,34.940127775376595,135.5660166674353
Kameoka-shi,34.937406945774,135.56555583683246
Kameoka-shi,34.933418054099945,135.5628000002199
Kameoka-shi,34.93302416183565,135.56468389104884
Kameoka-shi,34.93549361293992,135.56729916992083
Kameoka-shi,34.93672333331523,135.5672630612413
Kameoka-shi,34.936803053717995,135.56900306144223
Kameoka-shi,34.93906361299537,135.57179972817494
Kameoka-shi,34.93876555878359,135.57645972813395
Kameoka-shi,34.93696416186663,135.5811911153777
Kameoka-shi,34.93555638741742,135.58174167313973
Kameoka-shi,34.93043416200703,135.58058416292886
Kameoka-shi,34.927320828693325,135.5815838906841
Kameoka-shi,34.92454389218693,135.58049722366798
Kameoka-shi,34.922451667110806,135.58125805371628
Kameoka-shi,34.919580558995676,135.5757147207578
Kameoka-shi,34.91683082877978,135.57311639410636
Kameoka-shi,34.91629389214944,135.5672141633031
Kameoka-shi,34.9179041624472,135.56054055790048
Kameoka-shi,34.91740333269769,135.55755500565908
Kameoka-shi,34.915536386894814,135.5534080536388
Kameoka-shi,34.91826777543753,135.55082389130962
Kameoka-shi,34.91855416184512,135.54947027223534
Kameoka-shi,34.91677082871081,135.5485297279646
Kameoka-shi,34.91658610796259,135.5461808300813
Kameoka-shi,34.91745694578145,135.5441505584016
Kameoka-shi,34.915923892173964,135.54317389106234
Kameoka-shi,34.9152261081984,135.5413136056385
Kameoka-shi,34.92046889222564,135.5360650056955
Kameoka-shi,34.92539972122023,135.53814583726069
Kameoka-shi,34.927077224834136,135.53358167265617
Kameoka-shi,34.92725249460699,135.53025610923214
Kameoka-shi,34.928833332792124,135.52703194616743
Kameoka-shi,34.92880166676355,135.52537666659998
Kameoka-shi,34.930284162284295,135.52256277605136
Kameoka-shi,34.93353944099243,135.52113583704931
Kameoka-shi,34.93383305435202,135.5169569393114
Kameoka-shi,34.93722082927792,135.51494861198887
Kameoka-shi,34.94411972114824,135.5145936064099
Kameoka-shi,34.94380333335721,135.51080027231478
Kameoka-shi,34.94639805372725,135.50419834018135
Kameoka-shi,34.94332500014872,135.50215250303563
Kameoka-shi,34.941344999672026,135.4996747206119
Kameoka-shi,34.94072444137993,135.49789944180588
Kameoka-shi,34.94085472076881,135.4943550058789
Kameoka-shi,34.94179444126053,135.49041778205503
Kameoka-shi,34.946069440552264,135.48874861155923
Kameoka-shi,34.947409441192804,135.4846261094075
Kameoka-shi,34.95039722465225,135.4808736063319
Kameoka-shi,34.9537263871631,135.48443306093702
Kameoka-shi,34.956333612606215,135.48574527882158
Kameoka-shi,34.9572497213976,135.48731472079783
Kameoka-shi,34.95733805370827,135.48533861168767
Kameoka-shi,34.96043833336245,135.48445444861397
Kameoka-shi,34.96053222528201,135.48319167275758
Kameoka-shi,34.96239944088154,135.48116583743354
Kameoka-shi,34.96428472116298,135.48160805386863
Kameoka-shi,34.96530610819042,135.4820574972557
Kameoka-shi,34.96474249497021,135.4837122183443
Kameoka-shi,34.96638389170329,135.48532444916407
Kameoka-shi,34.96677138708992,135.48712167322674
Kameoka-shi,34.96411722512988,135.48558111477666
Kameoka-shi,34.96392333309541,135.48625167267664
Kameoka-shi,34.966571667448534,135.48845555128275
Kameoka-shi,34.96689444132545,135.4899391700567
Kameoka-shi,34.968021945656346,135.4909163940764
Kameoka-shi,34.967293892299324,135.48826277620617
Kameoka-shi,34.97327166705384,135.48672917041495
Kameoka-shi,34.975444162018505,135.4874138908384
Kameoka-shi,34.97826277490719,135.4854236057149
Kameoka-shi,34.978515279356714,135.48438250285028
Kameoka-shi,34.98082305394087,135.48421805372027
Kameoka-shi,34.98186833325701,135.48316277574156
Kameoka-shi,34.985773332573274,135.4874777822739
Kameoka-shi,34.98767000007052,135.49305583715727
